block_number,timestamp,gas_used,gas_limit,base_fee,transaction_count,priority_fee,mempool_size,gas_price_gwei
24686488,2026-03-18 19:33:59,55815989,60000000,187411354,775,210161800,,0.397573
24686489,2026-03-18 19:34:11,31429487,60000000,207570560,441,366168716,,0.573739
24686490,2026-03-18 19:34:23,21300442,60000000,208806890,353,302200061,,0.511007
24686491,2026-03-18 19:34:35,33504023,60000000,201238025,369,401031076,,0.602269
24686492,2026-03-18 19:34:47,19101480,60000000,204176119,207,485538086,,0.689714
24686493,2026-03-18 19:34:59,15263943,60000000,194904380,91,800674654,,0.995579
24686494,2026-03-18 19:35:23,59981705,60000000,182937205,1343,227884579,,0.410822
24686495,2026-03-18 19:35:35,32065261,60000000,205790410,324,439842145,,0.645633
24686496,2026-03-18 19:35:47,15286534,60000000,207561288,171,258297640,,0.465859
24686497,2026-03-18 19:35:59,59928806,59941408,194836514,1336,113136021,,0.307973
24686498,2026-03-18 19:36:11,28041803,59882873,219180837,285,373283137,,0.592464
24686499,2026-03-18 19:36:23,30779145,59941351,217442598,314,370338567,,0.587781
24686500,2026-03-18 19:36:35,30441113,59882816,218175797,345,456249822,,0.674426
24686501,2026-03-18 19:36:47,36301054,59941294,218630950,614,388489306,,0.60712
24686502,2026-03-18 19:36:59,24299705,59999829,224403359,355,223870996,,0.448274
24686503,2026-03-18 19:37:11,24104502,60000000,219073569,97,1274442622,,1.493516
24686504,2026-03-18 19:37:23,36453475,60000000,213692120,295,533508900,,0.747201
24686505,2026-03-18 19:37:35,39084479,60000000,219438189,761,94199323,,0.313638
24686506,2026-03-18 19:37:47,13910412,60000000,227744362,145,345113388,,0.572858
24686507,2026-03-18 19:37:59,35747992,60000000,212476392,635,250260770,,0.462737
24686508,2026-03-18 19:38:11,25472289,60000000,217565194,384,413743253,,0.631308
24686509,2026-03-18 19:38:23,41317297,60000000,213460726,924,162823735,,0.376284
24686510,2026-03-18 19:38:35,32726343,60000000,223526552,299,364207955,,0.587735
24686511,2026-03-18 19:38:47,41582604,60000000,226065760,300,725204744,,0.951271
24686512,2026-03-18 19:38:59,21109935,60000000,236975885,307,438926292,,0.675902
24686513,2026-03-18 19:39:11,12815838,60000000,228197840,212,533771648,,0.761969
24686514,2026-03-18 19:39:23,42727835,60000000,211858721,597,399247436,,0.611106
24686515,2026-03-18 19:39:35,40297975,60000000,223094149,759,132836265,,0.35593
24686516,2026-03-18 19:39:47,21656760,60000000,232666723,328,489307352,,0.721974
24686517,2026-03-18 19:39:59,28957976,60000000,224578414,454,312044157,,0.536623
24686518,2026-03-18 19:40:11,18585819,60000000,223603347,201,683589557,,0.907193
24686519,2026-03-18 19:40:23,9698684,60000000,212968976,168,412609581,,0.625579
24686520,2026-03-18 19:40:35,41400541,60000000,194954183,371,616987444,,0.811942
24686521,2026-03-18 19:40:47,19877478,60000000,204214946,387,405387278,,0.609602
24686522,2026-03-18 19:40:59,15965278,60000000,195601737,143,763913593,,0.959515
24686523,2026-03-18 19:41:11,59990070,60000000,184163337,1560,100522326,,0.284686
24686524,2026-03-18 19:41:23,11942153,59941408,207176134,128,642459524,,0.849636
24686525,2026-03-18 19:41:35,45093165,59999943,191598066,477,280032458,,0.471631
24686526,2026-03-18 19:41:47,21286413,60000000,203647355,214,903647507,,1.107295
24686527,2026-03-18 19:41:59,50676647,60000000,196253610,865,184568487,,0.380822
24686528,2026-03-18 19:42:11,9862355,60000000,213161387,242,265921427,,0.479083
24686529,2026-03-18 19:42:23,45618038,59941408,195275686,628,267267648,,0.462543
24686530,2026-03-18 19:42:35,25042454,59999943,208019563,460,448488574,,0.656508
24686531,2026-03-18 19:42:47,12086915,60000000,203722641,200,531183159,,0.734906
24686532,2026-03-18 19:42:59,38446623,60000000,188517221,379,327365872,,0.515883
24686533,2026-03-18 19:43:11,28174620,60000000,195151945,489,310561611,,0.505714
24686534,2026-03-18 19:43:23,35519046,60000000,193667669,912,116025780,,0.309693
24686535,2026-03-18 19:43:35,16873845,60000000,198121255,196,433331544,,0.631453
24686536,2026-03-18 19:43:47,50087462,60000000,187285546,957,150519867,,0.337805
24686537,2026-03-18 19:43:59,10567760,60000000,202960926,111,797565640,,1.000527
24686538,2026-03-18 19:44:11,28296803,60000000,186527654,366,195386736,,0.381914
24686539,2026-03-18 19:44:23,48931723,60000000,185203932,827,270108905,,0.455313
24686540,2026-03-18 19:44:35,17608809,60000000,199813221,333,249133554,,0.448947
24686541,2026-03-18 19:44:47,36788739,60000000,189496872,463,383953467,,0.57345
24686542,2026-03-18 19:44:59,36515225,60000000,194857058,415,304189632,,0.499047
24686543,2026-03-18 19:45:11,22578578,59941408,200146797,289,483987440,,0.684134
24686544,2026-03-18 19:45:23,30230442,59999943,193976145,538,292675984,,0.486652
24686545,2026-03-18 19:45:35,22510846,60000000,194162419,236,595102453,,0.789265
24686546,2026-03-18 19:45:47,44799855,60000000,188103618,960,140128763,,0.328232
24686547,2026-03-18 19:45:59,35454651,60000000,199703227,278,544137576,,0.743841
24686548,2026-03-18 19:46:11,25722526,60000000,204242024,401,320399235,,0.524641
24686549,2026-03-18 19:46:23,12426537,59941408,200601858,98,1047012109,,1.247614
24686550,2026-03-18 19:46:35,42758801,59999943,185923389,681,281713805,,0.467637
24686551,2026-03-18 19:46:47,24928283,60000000,195807419,293,457911440,,0.653719
24686552,2026-03-18 19:46:59,28315599,60000000,191669587,265,550882760,,0.742552
24686553,2026-03-18 19:47:11,35768846,60000000,190324386,310,305216827,,0.495541
24686554,2026-03-18 19:47:23,31522388,60000000,194899186,719,91387643,,0.286287
24686555,2026-03-18 19:47:35,23116967,60000000,196135486,249,866863987,,1.062999
24686556,2026-03-18 19:47:47,37422838,60000000,190510457,578,250595199,,0.441106
24686557,2026-03-18 19:47:59,34183378,60000000,196402658,463,312973074,,0.509376
24686558,2026-03-18 19:48:11,21097733,60000000,199826101,340,518886147,,0.718712
24686559,2026-03-18 19:48:23,39312360,60000000,192413996,790,254420682,,0.446835
24686560,2026-03-18 19:48:35,23160185,60000000,199879947,214,491229008,,0.691109
24686561,2026-03-18 19:48:47,17062302,60000000,194183523,212,717366063,,0.91155
24686562,2026-03-18 19:48:59,9427016,60000000,183715658,112,858523065,,1.042239
24686563,2026-03-18 19:49:11,22305604,60000000,167967411,272,549547761,,0.717515
24686564,2026-03-18 19:49:23,8176642,60000000,162582379,80,724133228,,0.886716
24686565,2026-03-18 19:49:35,41793397,60000000,147798657,264,487916920,,0.635716
24686566,2026-03-18 19:49:47,36471921,60000000,155061357,293,363748987,,0.51881
24686567,2026-03-18 19:49:59,12419358,60000000,159242793,237,662411065,,0.821654
24686568,2026-03-18 19:50:11,59988728,60000000,147577833,867,194738239,,0.342316
24686569,2026-03-18 19:50:23,19242719,60000000,166018130,141,1404593306,,1.570611
24686570,2026-03-18 19:50:35,14338764,60000000,158576865,81,442396834,,0.600974
24686571,2026-03-18 19:50:47,59970341,60000000,148228908,353,700232132,,0.848461
24686572,2026-03-18 19:50:59,16290284,60000000,166739203,4,19750000,,0.186489
24686573,2026-03-18 19:51:11,59988654,60000000,157214424,875,311148521,,0.468363
24686574,2026-03-18 19:51:23,18613631,60000000,176858794,455,261088274,,0.437947
24686575,2026-03-18 19:51:35,59985503,60000000,168468047,999,165783537,,0.334252
24686576,2026-03-18 19:51:47,26559708,60000000,189516376,359,291926821,,0.481443
24686577,2026-03-18 19:51:59,35796883,60000000,186799745,344,327028021,,0.513828
24686578,2026-03-18 19:52:11,44117496,60000000,191311646,712,405522508,,0.596834
24686579,2026-03-18 19:52:23,32348642,60000000,202565151,297,440739643,,0.643305
24686580,2026-03-18 19:52:35,32225497,60000000,204547455,323,406980524,,0.611528
24686581,2026-03-18 19:52:47,20650036,60000000,206444203,343,386935032,,0.593379
24686582,2026-03-18 19:52:59,48219295,60000000,198401512,724,252783036,,0.451185
24686583,2026-03-18 19:53:11,14430747,59941408,213462910,226,849978795,,1.063442
24686584,2026-03-18 19:53:23,40161981,59999943,199627715,293,561631904,,0.76126
24686585,2026-03-18 19:53:35,40688034,60000000,208080301,704,185673279,,0.393754
24686586,2026-03-18 19:53:47,24797268,60000000,217346839,360,342771828,,0.560119
24686587,2026-03-18 19:53:59,35169837,60000000,212635184,474,285483295,,0.498118
24686588,2026-03-18 19:54:11,30544778,60000000,217215555,296,464008170,,0.681224
24686589,2026-03-18 19:54:35,17758063,60000000,217708614,297,651013551,,0.868722
24686590,2026-03-18 19:54:47,28840445,60000000,206603718,246,784841098,,0.991445
24686591,2026-03-18 19:54:59,47996423,60000000,205605517,564,412142381,,0.617748
24686592,2026-03-18 19:55:11,30054388,60000000,221022866,342,512279127,,0.733302
24686593,2026-03-18 19:55:23,28321839,59941408,221072953,246,491201173,,0.712274
24686594,2026-03-18 19:55:35,15695466,59999943,219552638,71,1125569826,,1.345122
24686595,2026-03-18 19:55:47,35478085,60000000,206466827,406,439966965,,0.646434
24686596,2026-03-18 19:56:11,31465308,60000000,211179505,729,228466797,,0.439646
24686597,2026-03-18 19:56:23,18181004,60000000,212468850,227,679835357,,0.892304
24686598,2026-03-18 19:56:35,47284187,60000000,202005648,938,144773986,,0.34678
24686599,2026-03-18 19:56:47,35216700,59941408,216553578,462,426810907,,0.643364
24686600,2026-03-18 19:56:59,27030680,59999943,221291701,361,335919921,,0.557212
24686601,2026-03-18 19:57:11,40790595,60000000,218553868,561,218106927,,0.436661
24686602,2026-03-18 19:57:23,10112304,60000000,228380227,169,326122128,,0.554502
24686603,2026-03-18 19:57:35,38834030,60000000,209455409,377,274472336,,0.483928
24686604,2026-03-18 19:57:47,20935877,60000000,217165139,222,794542998,,1.011708
24686605,2026-03-18 19:57:59,21839295,60000000,208963425,371,278099560,,0.487063
24686606,2026-03-18 19:58:11,32333028,60000000,201858055,328,312019967,,0.513878
24686607,2026-03-18 19:58:23,23576473,60000000,203820307,345,358964821,,0.562785
24686608,2026-03-18 19:58:35,24801875,60000000,198365119,320,433719482,,0.632085
24686609,2026-03-18 19:58:47,6014139,60000000,194068758,60,1516343282,,1.710412
24686610,2026-03-18 19:58:59,59872488,60000000,174673316,813,187172082,,0.361845
24686611,2026-03-18 19:59:11,55168098,60000000,196414676,1765,60548833,,0.256964
24686612,2026-03-18 19:59:23,23292261,60000000,217012108,356,461130247,,0.678142
24686613,2026-03-18 19:59:35,35485635,60000000,210946856,604,239886660,,0.450834
24686614,2026-03-18 19:59:47,15951838,60000000,215768428,252,486536077,,0.702305
24686615,2026-03-18 19:59:59,6508386,60000000,203138638,77,1304187054,,1.507326
24686616,2026-03-18 20:00:11,59993936,60000000,183255078,1406,114023679,,0.297279
24686617,2026-03-18 20:00:23,42886607,60000000,206157332,1000,196074035,,0.402231
24686618,2026-03-18 20:00:35,11334388,60000000,217226784,91,863481309,,1.080708
24686619,2026-03-18 20:00:47,30734761,60000000,200332323,322,786366790,,0.986699
24686620,2026-03-18 20:00:59,58181228,60000000,200945641,1422,133426085,,0.334372
24686621,2026-03-18 20:01:11,10429087,60000000,224541036,125,676938981,,0.90148
24686622,2026-03-18 20:01:23,49112133,60000000,206230732,649,439662735,,0.645893
24686623,2026-03-18 20:01:35,24480616,60000000,222653686,352,416403685,,0.639057
24686624,2026-03-18 20:01:47,16187790,60000000,217533223,192,977647025,,1.19518
24686625,2026-03-18 20:01:59,38440621,60000000,205013996,643,187416186,,0.39243
24686626,2026-03-18 20:02:11,24715344,60000000,212224185,363,482511373,,0.694736
24686627,2026-03-18 20:02:23,29383278,60000000,207551136,403,295674882,,0.503226
24686628,2026-03-18 20:02:35,21803931,60000000,207017798,313,513146640,,0.720164
24686629,2026-03-18 20:02:47,11114681,60000000,199948081,129,783612430,,0.983561
24686630,2026-03-18 20:02:59,59858449,60000000,184214401,1274,107317156,,0.291532
24686631,2026-03-18 20:03:11,29553646,60000000,207132552,421,383486137,,0.590619
24686632,2026-03-18 20:03:23,34569321,60000000,206747326,354,318020424,,0.524768
24686633,2026-03-18 20:03:35,26036692,60000000,210683554,373,336500952,,0.547185
24686634,2026-03-18 20:03:47,22814546,60000000,207204372,287,373146995,,0.580351
24686635,2026-03-18 20:03:59,23774159,60000000,201000800,330,271337080,,0.472338
24686636,2026-03-18 20:04:11,27750559,60000000,195786638,479,438636116,,0.634423
24686637,2026-03-18 20:04:23,50870360,60000000,193951595,1309,84137019,,0.278089
24686638,2026-03-18 20:04:35,22142373,59941408,210817593,189,771695687,,0.982513
24686639,2026-03-18 20:04:47,18202111,59999943,203934414,306,495480728,,0.699415
24686640,2026-03-18 20:04:59,10074455,60000000,193909448,117,723157953,,0.917067
24686641,2026-03-18 20:05:23,30713157,60000000,177810484,354,749051074,,0.926862
24686642,2026-03-18 20:05:35,58501360,60000000,178338845,1188,159298588,,0.337637
24686643,2026-03-18 20:05:47,31339094,60000000,199517593,373,443130444,,0.642648
24686644,2026-03-18 20:05:59,15087293,60000000,200630813,92,702500193,,0.903131
24686645,2026-03-18 20:06:11,20834409,60000000,188164361,106,1441276163,,1.629441
24686646,2026-03-18 20:06:23,59983419,60000000,180978372,809,249175642,,0.430154
24686647,2026-03-18 20:06:35,31499966,60000000,203588165,323,321372985,,0.524961
24686648,2026-03-18 20:06:47,7200936,60000000,204860562,93,887894317,,1.092755
24686649,2026-03-18 20:06:59,24215155,60000000,185399608,333,430397645,,0.615797
24686650,2026-03-18 20:07:11,59937829,59941408,180930825,1646,123625815,,0.304557
24686651,2026-03-18 20:07:23,28906515,59999943,203544477,337,606754384,,0.810299
24686652,2026-03-18 20:07:35,12105917,60000000,202617114,19,3762620230,,3.965237
24686653,2026-03-18 20:07:47,59198002,60000000,187510250,544,306509073,,0.494019
24686654,2026-03-18 20:07:59,28026147,60000000,210322436,120,354048529,,0.564371
24686655,2026-03-18 20:08:11,48692554,60000000,208592663,478,586096585,,0.794689
24686656,2026-03-18 20:08:23,25368144,59941408,224839036,151,1341968080,,1.566807
24686657,2026-03-18 20:08:35,15263420,59999943,220523009,79,114665085,,0.335188
24686658,2026-03-18 20:08:47,15717740,60058535,206982377,166,1228129314,,1.435112
24686659,2026-03-18 20:08:59,13961329,60000000,194651766,102,207889479,,0.402541
24686660,2026-03-18 20:09:11,33873775,60000000,181643618,43,377998627,,0.559642
24686661,2026-03-18 20:09:23,55200557,60000000,184575478,441,1237274725,,1.42185
24686662,2026-03-18 20:09:35,59986689,60000000,203956331,627,325221424,,0.529178
24686663,2026-03-18 20:09:47,17212045,60000000,229439560,103,925577503,,1.155017
24686664,2026-03-18 20:09:59,52224633,60000000,217214299,313,731438329,,0.948653
24686665,2026-03-18 20:10:11,57391514,59941408,237328915,820,336264890,,0.573594
24686666,2026-03-18 20:10:23,28344800,59882873,264471049,192,579673996,,0.844145
24686667,2026-03-18 20:10:35,28825353,59941351,262708175,312,642376806,,0.905085
24686668,2026-03-18 20:10:47,28663680,59999886,261453259,285,673154832,,0.934608
24686669,2026-03-18 20:10:59,25853325,60000000,259997547,56,7063126091,,7.323124
24686670,2026-03-18 20:11:11,13636419,60000000,255505359,28,4456821167,,4.712327
24686671,2026-03-18 20:11:23,29512211,60000000,238084599,105,3400099188,,3.638184
24686672,2026-03-18 20:11:35,33782883,60000000,237600703,307,2007098897,,2.2447
24686673,2026-03-18 20:11:47,16171395,60000000,241345768,118,2390175228,,2.631521
24686674,2026-03-18 20:11:59,43927395,60000000,227439621,468,635031493,,0.862471
24686675,2026-03-18 20:12:11,13052763,60000000,240638127,67,7793762366,,8.0344
24686676,2026-03-18 20:12:23,8564682,60000000,223645830,45,4183017602,,4.406663
24686677,2026-03-18 20:12:35,9483874,60000000,203671166,38,3422752800,,3.626424
24686678,2026-03-18 20:12:47,55570729,60000000,186260569,864,472613580,,0.658874
24686679,2026-03-18 20:12:59,21284189,60000000,206105646,85,520902630,,0.727008
24686680,2026-03-18 20:13:11,59997974,60000000,198620739,521,932406371,,1.131027
24686681,2026-03-18 20:13:23,59683215,60000000,223446654,1164,136117910,,0.359565
24686682,2026-03-18 20:13:35,22588980,60000000,251082550,262,849678648,,1.100761
24686683,2026-03-18 20:13:47,49671669,60000000,243329310,641,569452704,,0.812782
24686684,2026-03-18 20:13:59,22454250,60000000,263273866,239,765810330,,1.029084
24686685,2026-03-18 20:14:11,13362878,60000000,254996372,125,1158663460,,1.41366
24686686,2026-03-18 20:14:23,47131476,60000000,237319682,562,266901953,,0.504222
24686687,2026-03-18 20:14:35,23891696,60000000,254259833,289,501784888,,0.756045
24686688,2026-03-18 20:14:47,23334686,60000000,247788599,186,1103111826,,1.3509
24686689,2026-03-18 20:14:59,59998512,60000000,240906979,1129,139837550,,0.380745
24686690,2026-03-18 20:15:11,28220445,60000000,271018857,330,424230978,,0.69525
24686691,2026-03-18 20:15:23,22686186,60000000,269009303,268,836685077,,1.105694
24686692,2026-03-18 20:15:35,24785056,60000000,260811453,263,361416634,,0.622228
24686693,2026-03-18 20:15:47,36795078,60000000,255144299,529,401218742,,0.656363
24686694,2026-03-18 20:15:59,32058506,60000000,262368154,384,317434091,,0.579802
24686695,2026-03-18 20:16:11,23139615,60000000,264618514,388,344699106,,0.609318
24686696,2026-03-18 20:16:23,20752047,60000000,257054411,426,335129545,,0.592184
24686697,2026-03-18 20:16:35,31557596,60000000,247149299,251,408009730,,0.655159
24686698,2026-03-18 20:16:47,37780961,60000000,248753293,517,251883665,,0.500637
24686699,2026-03-18 20:16:59,27149596,60000000,256818041,435,361741040,,0.618559
24686700,2026-03-18 20:17:11,24235263,59941408,253767895,301,401241783,,0.65501
24686701,2026-03-18 20:17:23,16520695,59999943,247697506,103,1173819637,,1.421517
24686702,2026-03-18 20:17:35,31312735,60000000,233785897,1038,68600086,,0.302386
24686703,2026-03-18 20:17:47,14692005,60000000,235064642,100,965959171,,1.201024
24686704,2026-03-18 20:17:59,59163938,59941408,220071441,1077,198742319,,0.418814
24686705,2026-03-18 20:18:11,7697411,59882873,246866761,146,463029950,,0.709897
